frame,ball_x,1450_x,1451_x,1452_x,1453_x,1454_x,2916_x,4168_x,4169_x,4170_x,4270_x,6328_x,8161_x,ball_y,1450_y,1451_y,1452_y,1453_y,1454_y,2916_y,4168_y,4169_y,4170_y,4270_y,6328_y,8161_y,stretch_index,Time [s],1450_vx,1450_vy,1450_speed,1451_vx,1451_vy,1451_speed,1452_vx,1452_vy,1452_speed,1453_vx,1453_vy,1453_speed,1454_vx,1454_vy,1454_speed,2916_vx,2916_vy,2916_speed,4168_vx,4168_vy,4168_speed,4169_vx,4169_vy,4169_speed,4170_vx,4170_vy,4170_speed,4270_vx,4270_vy,4270_speed,6328_vx,6328_vy,6328_speed,8161_vx,8161_vy,8161_speed
51,-20.088854984135544,-34.26428353546334,-34.91529995660185,-34.21944012922164,-32.52933636677198,-32.340907298366794,-32.76694202757184,-23.458957986748654,-22.66205270802876,-22.795165853653597,-4.398639455782307,-48.30139577647155,51.702040816326495,-18.890756566247028,5.9565194218515565,-1.9087111919435702,-9.00102786540368,-16.270251078661996,10.436625543600616,-25.09875528440014,-6.0628739103915645,-15.496216934550553,-20.151936416847615,0.4285714285714295,-1.8593838640841338,-34.14285714285716,23.927770856345273,2.5500000000000003,-1.012861462311889,-1.1602083065110156,1.5401206629137008,-0.7032188087002157,0.6807160345547798,0.9787190672556322,0.18453194552807065,0.8182237542703114,0.8387741954617928,0.7257852624994141,2.375858559332948,2.484243977796258,-1.8009791077094657,-1.4202445801103376,2.2936042408704194,-0.7244577086721699,0.7983826888409794,1.0780787955875408,-0.24502662021024185,-0.7928740356052286,0.8298718460994899,0.6380687143816335,2.222843671300524,2.3126101425258483,0.057807872899766195,4.899853843329333,4.900194836550729,-3.597205727807814e-28,-1.2464002302491987e-28,3.8070201709655544e-28,-0.27631670795057867,0.47936260322934476,0.5532986792569268,-1.218073261303077e-13,6.09036630651522e-14,1.3618473069242648e-13
52,-20.08236933278092,-34.313433876588455,-34.947633514701586,-34.206471750656455,-32.49271968027933,-32.42920081135845,-32.802349098040985,-23.474368326698222,-22.63135998175762,-22.7967173972389,-4.398639455782321,-48.3161279163538,51.70204081632645,-18.58589033042283,5.900638221020106,-1.8699406724698249,-8.954564481601484,-16.14746400267465,10.370842668487148,-25.06067690313702,-6.095150698401988,-15.379726331631167,-19.90955057761604,0.4285714285714295,-1.833826101119047,-34.14285714285714,23.925486091428528,2.6,-0.9807219249648833,-1.114296198753444,1.4844094828123409,-0.6441235688219704,0.7802892521035178,1.011803582154273,0.2597815820606037,0.934218561040739,0.9696652980131542,0.7239815330904628,2.4515040091577003,2.556173148902925,-1.7633304223261772,-1.3071394416171258,2.194982391303435,-0.7044969999248613,0.755522338141382,1.0330198576667105,-0.32019885983896584,-0.6378041903203377,0.7136676362511861,0.6046565233530699,2.3235660069745654,2.4009515821859355,-0.04219132918365181,4.813792534670169,4.813977427772645,-3.597205727807814e-28,0.0,3.597205727807814e-28,-0.2954572905204806,0.5125682662386296,0.5916259274884582,-1.8271098919545772e-13,5.427363027920561e-28,1.8271098919545772e-13
53,-20.08596688262133,-34.3609201184078,-34.9769486209781,-34.189730539995715,-32.4564019851762,-32.515548394143266,-32.8366670228363,-23.49383708015042,-22.60256781508968,-22.803547912365328,-4.398639455782307,-48.33183744768644,51.70204081632656,-18.283881758523496,5.847135821023431,-1.8260695205529334,-8.902177585335824,-16.021000591960796,10.310928001814652,-25.024892671586926,-6.119480704900941,-15.258355763213375,-19.67231591006645,0.4285714285714295,-1.8065727298300587,-34.14285714285716,23.9256652162353,2.6500000000000004,-0.9474399388491656,-1.0667201820579968,1.4267215511571822,-0.5837545323573423,0.882301900966748,1.057934779888286,0.33523822397147063,1.05268881030961,1.104779796232085,0.7180017053002731,2.5250307036877873,2.6251298069581517,-1.7244118181894152,-1.1897752727976445,2.0950325339889195,-0.6827140864484094,0.7096393438811177,0.984726623088413,-0.40136712989155576,-0.4788685600912705,0.6248285131148159,0.5666453312897142,2.421165316942038,2.486589717552027,-0.1477707600058204,4.710769101030333,4.7130862203798936,-3.597205727807814e-28,0.0,3.597205727807814e-28,-0.31500511952803617,0.5464804327161801,0.6307686490866011,-1.8271098919545772e-13,8.961459883310694e-28,1.8271098919545772e-13
54,-20.10025333828928,-34.40668513848289,-35.00318158560205,-34.16920614697051,-32.42059208638163,-32.59988655078357,-32.86980469172134,-23.517664048626433,-22.57590615807661,-22.815936410469774,-4.398639455782307,-48.34854473279133,51.70204081632645,-17.985233732424255,5.796095417308403,-1.7769757646271582,-8.843743404481836,-15.89096678428519,10.257094495099437,-24.991553721927854,-6.1356706406412655,-15.132261380582584,-19.44108052044791,0.4285714285714246,-1.777588425043789,-34.14285714285714,23.928416327096837,2.7,-0.9130789569010132,-1.0174969375516614,1.3671185754946247,-0.5222172630376013,0.9865901120840384,1.1162754673809143,0.4107077424669724,1.173453137741244,1.2432510270243449,0.7078507982729878,2.5964382469191696,2.6911975629225733,-1.6842252248049348,-1.0683550563558284,1.9944916982304786,-0.6592252325716529,0.6609711438275154,0.9335206265700849,-0.48832022652528095,-0.31626377506256836,0.5817898409653854,0.5241315495935235,2.5156198733776383,2.5696414591556995,-0.2586469809592783,4.591321561025449,4.598601084840531,-4.0602442043434796e-14,0.0,4.0602442043434796e-14,-0.33493278875419763,0.5810547841347503,0.6706747610791278,-2.7263032884438168e-27,6.090366306515257e-14,6.090366306515257e-14
55,-20.125834404417304,-34.45067181437535,-35.02626871874413,-34.14488822131192,-32.385498788814694,-32.6821517853417,-32.90167099445967,-23.546149033647453,-22.551604960770188,-22.83416190298921,-4.398639455782307,-48.366270133990376,51.702040816326495,-17.690449134000286,5.747600205321924,-1.7225374331267918,-8.779138166914544,-15.757468517412512,10.209555099857791,-24.960811186337832,-6.143527216375741,-15.001599335024077,-19.216692515009406,0.4285714285714295,-1.7468378615868099,-34.14285714285716,23.933845424050517,2.75,-0.8779562438018979,-0.9667098708684764,1.3058848113311081,-0.4600395795195515,1.0923345401537508,1.185255737103783,0.485219493578666,1.295604721657441,1.3834845686634136,0.6935539077289626,2.6657246588315573,2.7544699997692366,-1.6427802897009,-0.9438937058106589,1.894640442959759,-0.6346117599385283,0.6107049268158603,0.8807341219059481,-0.5800021305263361,-0.15097298595609016,0.5993290531115497,0.47759723527390857,2.606821037155125,2.650210376346716,-0.37340279900767787,4.458140007733247,4.473750325941152,-7.194411455615628e-28,0.0,7.194411455615628e-28,-0.3551032671037594,0.6160697278581837,0.7110838487063396,-2.7263032884438168e-27,1.4515040656066617e-27,3.0886232649923878e-27
56,-20.163315785637877,-34.49282302364671,-35.04614633057502,-34.116766412751055,-32.351330897394455,-32.76228060187996,-32.93217482081481,-23.579591836734693,-22.529894173222164,-22.85850340136055,-4.398639455782307,-48.38503401360544,51.702040816326495,-17.4000308451268,5.701733380510887,-1.6626325544860725,-8.708238100509057,-15.620611729107523,10.168522767606076,-24.93281619699491,-6.142857142857138,-14.866525777823197,-19.0,0.4285714285714295,-1.714285714285718,-34.142857142857174,23.94205668420214,2.8000000000000003,-0.8424525171695454,-0.9144590687692853,1.2433670544693114,-0.39785486419134475,1.1985519708136556,1.2628599762847865,0.5576087045443296,1.4180553760443206,1.5237481802817043,0.6751411485327145,2.7328875634003214,2.8150470697006504,-1.6000885899114583,-0.8176091173850655,1.7968773370478088,-0.6095712545218692,0.5602653194484066,0.8279337790644796,-0.675145618838288,0.015824026362129998,0.6753310347132319,0.4276208567421944,2.6946384413232845,2.728357734348285,-0.4903375825074972,4.314452552847111,4.342226591921276,4.0602442043433717e-14,0.0,4.0602442043433717e-14,-0.37535211726248807,0.6512593527230908,0.7516834150376951,-2.7263032884438168e-27,-6.09036630651502e-14,6.09036630651502e-14
57,-20.257302518759587,-34.533103852386226,-35.062787678571354,-34.08489831609677,-32.31829546033953,-32.8402101797877,-32.96126575306538,-23.618218338064377,-22.51097000149359,-22.889140713508187,-4.398639455782321,-48.40484714178175,51.702040816326495,-16.084609320601224,5.658572299927787,-1.59719651131043,-8.630982910657911,-15.48050249573638,10.134139405914219,-24.907636782858606,-6.133535951388803,-14.727204465004078,-18.79166277515326,0.4285714285714295,-1.6799121694516128,-34.14285714285714,23.953128923755553,2.85,-0.8069484946216635,-0.8608446180149553,1.179923442151008,-0.3362964994410337,1.3042591897018374,1.3469177292834134,0.6267106026017397,1.5397169148879557,1.6623761179124055,0.6526426355489034,2.7979245846011302,2.8730340044718625,-1.5561617024706174,-0.6907191873018149,1.7025663687337214,-0.5848013022943687,0.5110769483277677,0.7766544986525304,-0.772483468404722,0.18294748102579933,0.7938516799580854,0.3747808824098699,2.7789417189306755,2.804100174215126,-0.6077506998148564,4.163487308060572,4.2076106613500865,-4.0602442043434796e-14,0.0,4.0602442043434796e-14,-0.3955149019160895,0.6863577475658726,0.7921609655123081,-3.045183153257583e-13,6.090366306515257e-14,3.105489664184887e-13
58,-20.348984848617366,-34.571568220794006,-35.07631380943369,-34.049613306469105,-32.28659249906684,-32.91588039976211,-32.98905614355032,-23.661958732432872,-22.494893675682892,-22.925856833306284,-4.398639455782307,-48.42568191995787,51.702040816326495,-14.801439812438785,5.61817096704759,-1.5263941028897572,-8.547566212823575,-15.33724744807095,10.106262746566886,-24.88500856001459,-6.115714455476196,-14.583829571546259,-18.591587414140978,0.4285714285714295,-1.6437594593337694,-34.14285714285716,23.967045363198405,2.9000000000000004,-0.7718248937760968,-0.8059666053663986,1.1159282394573224,-0.2759978676567698,1.408472982456055,1.4352598946740407,0.6913604149886913,1.6595011521747332,1.797755071605307,0.6260884836418815,2.860833346409426,2.9285413135684366,-1.5110112044123774,-0.5644418117838157,1.612993930165126,-0.5609994892287772,0.4645644400562177,0.7283821427517948,-0.8707484561691505,0.3492175971687847,0.9381661921500362,0.31965578068806616,2.859600503026048,2.8774111376433718,-0.7239415192862197,4.008472385066994,4.073320781032487,-7.194411455615628e-28,1.3957089452430589e-14,1.3957089452430589e-14,-0.4154271837503082,0.7210990012233043,0.832204010182575,3.045183153257556e-13,-6.09036630651502e-14,3.105489664184855e-13
59,-20.438362775211207,-34.608292257597796,-35.08688271716856,-34.01130870406594,-32.25642027829288,-32.98923181782746,-33.01569903712364,-23.710669293291623,-22.48169268189785,-22.968335551116525,-4.398639455782307,-48.44750115739567,51.70204081632645,-13.550522320639518,5.580577546950856,-1.4504474826850453,-8.458245099985971,-15.190953355484536,10.084679477402375,-24.864584041330076,-6.089612289175243,-14.436602877168017,-18.399492184119552,0.4285714285714295,-1.6058853276659653,-34.14285714285716,23.98376687144037,2.95,-0.7374624322504121,-0.7499251175844353,1.0517787414493234,-0.2175923512266867,1.5102101347142631,1.525805060388132,0.7503933689430247,1.7763199018904934,1.9283160015946335,0.5955088076762898,2.921611472800716,2.9816848153386037,-1.464648672770668,-0.43999488705380335,1.5293107059333524,-0.538863401297809,0.4221524212361566,0.6845337332913498,-0.968673359075132,0.5134545939248932,1.0963410494022727,0.2628240199882216,2.9364844266580032,2.948222727930804,-0.837209409277782,3.852635895559583,3.9425528453956638,-8.62801893422989e-14,2.7596972326396844e-14,9.058622386724629e-14,-0.4349245254508714,0.755217202531829,0.8715000664593591,-2.7263032884438168e-27,6.090366306515311e-14,6.090366306515311e-14
60,-20.525436298541116,-34.64335209152538,-35.09465239578246,-33.970381829085106,-32.227977062734084,-33.06020499000798,-33.04134747863933,-23.764206294092073,-22.471394506246227,-23.016260657300528,-4.398639455782321,-48.47026766335707,51.70204081632645,-12.331856845203381,5.545840204718197,-1.3695788041572907,-8.36327666512504,-15.041726987350401,10.069176286259017,-24.846015739672207,-6.055449086541912,-14.28572616158764,-18.215095352245253,0.4285714285714295,-1.5663475181820035,-34.14285714285714,24.003255627058767,3.0,-0.7042418276624571,-0.6928202414300216,0.9879050757863892,-0.16171333253883607,1.6084874321144162,1.6165961218532119,0.8026446917025758,1.8890849780215486,2.0525302812151147,0.5609337225166044,2.980256587750586,3.0325856904442294,-1.4170856845796764,-0.31859630933486793,1.452458414469223,-0.5190906244742775,0.38526551846998247,0.6464399400865015,-1.0649909540661584,0.674478690427913,1.2606059003844536,0.2048640687217533,3.009463122875155,3.0164279495122557,-0.9458537381459254,3.6992059512319533,3.818214761324266,-4.0602442043435566e-14,2.7596972326396844e-14,4.9093290595298834e-14,-0.4538424897035447,0.788446440328016,0.9097366622964207,-2.7263032884438168e-27,1.0150610510858719e-13,1.0150610510858719e-13
61,-20.61020541860711,-34.676823851304526,-35.09978083928192,-33.92723000172447,-32.20146111710697,-33.128740472327905,-33.066154512951414,-23.822426008285635,-22.464026634835786,-23.06931594221995,-4.398639455782307,-48.49394424710394,51.70204081632656,-11.145443386130413,5.514007105430164,-1.2840102207675388,-8.26291800122068,-14.889675113041891,10.059539860975102,-24.828956167908178,-6.013444481632191,-14.131401204523467,-18.03811518567446,0.4285714285714295,-1.5252037746156324,-34.14285714285716,24.025474668896962,3.0500000000000003,-0.6724803446936429,-0.6347353825372029,0.9247263486264086,-0.10888863025002127,1.7024855293546755,1.7059641589024652,0.8471437392987822,1.9968895588897184,2.169152006069629,0.5223883238832219,3.0367667112385472,3.081370088031638,-1.368331887367507,-0.20126099214578558,1.383053918307681,-0.5022624804020785,0.35509092059310104,0.615107438670111,-1.1586452219284886,0.8313067359559817,1.4260188075700493,0.14625798389805095,3.078427952551356,3.081900396979671,-1.0484573128542047,3.550872645161787,3.702426134176849,-4.567774729886488e-14,0.0,4.567774729886488e-14,-0.472044045413144,0.8205651219757373,0.9466534213813749,-1.2180732613030604e-13,1.0854726055841122e-27,1.2180732613030604e-13
62,-20.69267013540916,-34.70878366566299,-35.10242604167347,-33.882250542181865,-32.17707070612799,-33.194778820811436,-33.090273184913904,-23.88518470932375,-22.45961655377431,-23.127185196236432,-4.398639455782337,-48.51849371789818,51.702040816326495,-9.991281943420567,5.485126414167372,-1.1939638859767996,-8.157426201252871,-14.734904501932261,10.05555688938896,-24.813057838905177,-5.9638181085020285,-13.973829785693775,-17.86826995156355,0.42857142857143915,-1.4825118407006697,-34.14285714285714,24.05038748038953,3.1,-0.6422414362802651,-0.5756872220327738,0.8624904869545809,-0.0592238080916121,1.7920405573747735,1.7930189119808417,0.8836963829379644,2.0995522801592434,2.277946240441051,0.47987763092030367,3.0911414472605694,3.1281684717466627,-1.3183892106400423,-0.08819191819059478,1.3213356595378065,-0.4884952334100494,0.33186606537236313,0.5905613248512573,-1.2494249588195125,0.9837421003648759,1.5902236470859807,0.08710217691890834,3.143357187861512,3.1445637534807025,-1.144736694795381,3.408173995964698,3.595284701825577,-4.06024420434352e-14,0.0,4.06024420434352e-14,-0.48950178636055947,0.8515289289477035,0.9821983077184575,1.8271098919545227e-13,5.427363027920561e-28,1.8271098919545227e-13
63,-20.77283044894729,-34.73930766332857,-35.10274599696361,-33.83584077065515,-32.15500409451364,-33.258260591482845,-33.113856539380805,-23.95233867065785,-22.45819174916955,-23.189552209711625,-4.398639455782321,-48.54387888500168,51.702040816326495,-8.869372517073906,5.459246296010379,-1.0996619532460266,-8.047058358201514,-14.577521923394817,10.057014059338872,-24.797973265530416,-5.906789601207368,-13.813213684816892,-17.705277917068816,0.42857142857143915,-1.4383294601709122,-34.14285714285714,24.077957610250166,3.1500000000000004,-0.6135251024223007,-0.515675759916664,0.8014577597527667,-0.012718866063547104,1.8771525161746898,1.8771956047612384,0.9123026226201192,2.197073141830152,2.378954910415698,0.43340164362780736,3.1433807958166717,3.173118310465013,-1.2672576543971958,0.02061091253093887,1.2674252531584025,-0.477788883498188,0.31559095280808175,0.572607951995742,-1.3373301647390936,1.1317847836544401,1.7519671132851835,0.02739664778453799,3.204250828805475,3.2043679486304946,-1.2346918839694605,3.2711100036408416,3.4963730785285545,-1.1233379290347208e-27,0.0,1.1233379290347208e-27,-0.5062157125458301,0.8813378612439642,1.0163713756744468,0.0,6.090366306515166e-14,6.090366306515166e-14
64,-20.850686359221484,-34.768471973029,-35.10089869915886,-33.788398007342195,-32.1354595469804,-33.319126340366324,-33.13705762120611,-24.02374416573935,-22.45977970712927,-23.25610077300716,-4.398639455782337,-48.57006255767635,51.70204081632645,-7.779715107090354,5.436414916039766,-1.0013265760362935,-7.93207156504651,-14.417634146802888,10.063698058663194,-24.78335496065102,-5.842578593804209,-13.649754681611103,-17.548857349346633,0.4285714285714295,-1.3927143767601047,-34.14285714285714,24.10814833141335,3.2,-0.586331343119732,-0.45470099618902715,0.7419821021155986,0.03062619583411278,1.9578214057543353,1.9580609338580734,0.9329624583452704,2.2894521439025057,2.4722479786423994,0.38296036200575473,3.1934847569067912,3.216364956198784,-1.214937218638953,0.1251475000186125,1.221365769126949,-0.47014343066645564,0.30626558290007555,0.5611002162430054,-1.4223608396873386,1.2754347858247808,1.9104565556871413,-0.03285860350525295,3.261108875383327,3.2612744111663194,-1.318322880376438,3.139680668189846,3.405226852227185,4.0602442043433306e-14,0.0,4.0602442043433306e-14,-0.5221858239689171,0.9099919188644581,1.049172687002819,1.2180732613030331e-13,-6.090366306515166e-14,1.3618473069242232e-13
65,-20.92623786623175,-34.7963527234921,-35.09704214226576,-33.74031957244082,-32.118635328244736,-33.377316623486124,-33.16002947524384,-24.0992574680197,-22.464407913761274,-23.326514676484667,-4.398639455782321,-48.59700754518406,51.70204081632656,-6.722309713470002,5.416680439336119,-0.899179907808587,-7.812722914767841,-14.255347941529752,10.075395575200178,-24.768855437134263,-5.77140472034849,-13.48365455579473,-17.398726515553335,0.4285714285714295,-1.3457243342020735,-34.14285714285716,24.14092233942287,3.25,-0.5606601583726192,-0.3927629308496782,0.6845454937665133,0.07081137760136703,2.0340472261138594,2.0352794327215338,0.9456758901133757,2.3766892863762092,2.5579200247695746,0.328553786054146,3.241453330531029,3.258061890808892,-1.1614279033653114,0.22541784427253142,1.1831010012809635,-0.4655588749149329,0.3038899556483239,0.5559623828605659,-1.5045169836641843,1.4146921068758638,2.0651695115391484,-0.09366357695039271,3.313931327595064,3.315254697555397,-1.39562968401626,3.013885989612085,3.3213387320909233,-7.699282434957075e-28,0.0,7.699282434957075e-28,-0.5374121206298808,0.937491101809178,1.0806023104599083,1.0602290566170399e-27,-5.427363027920561e-28,1.1910702526985756e-27
66,-20.999484969978088,-34.8230260434456,-35.0913343202908,-33.6920027861489,-32.104729703023146,-33.43277199686648,-33.182925146348005,-24.178734850950306,-22.472103855173263,-23.400477710505836,-4.398639455782307,-48.62467665678671,51.70204081632645,-5.69715633621275,5.400091030980024,-0.7934441020239036,-7.689269500345418,-14.0907700769487,10.091893296788204,-24.754127207847247,-5.693487614896188,-13.3151150870861,-17.254603682845257,0.4285714285714295,-1.2974170762305777,-34.14285714285714,24.176241490816054,3.3000000000000003,-0.5365115481809415,-0.3298615638987607,0.629804170095155,0.10783667923829757,2.1058299772532054,2.1085892540955857,0.9504429179244966,2.458784569251325,2.6360886362604075,0.2701819157729394,3.287286516689289,3.2983709479708216,-1.1067297085763728,0.32142194529262624,1.152459420006292,-0.46403521624351823,0.3084640710528166,0.557206214111657,-1.5837985966696617,1.5495567468076767,2.2157491072750046,-0.15501827255082143,3.3627181854406265,3.366289390340311,-1.4666122948889586,2.8937259679073324,3.244164237652077,8.628018934229741e-14,-2.7596972326396844e-14,9.058622386724488e-14,-0.5518946025286804,0.9638354100781853,1.1106603216199245,-1.2180732613030225e-13,-5.427363027920561e-28,1.2180732613030225e-13
67,-21.07042767046049,-34.848568061617286,-35.08393322724052,-33.64384496866426,-32.09394093603207,-33.485433016531616,-33.20589767937259,-24.26203258798264,-22.482895017473066,-23.47767366543228,-4.398639455782307,-48.65303270174619,51.702040816326495,-4.704254975318673,5.386694856052038,-0.6843413121432733,-7.561968414759163,-13.924007322433024,10.112977911265531,-24.73882278565718,-5.609046911503238,-13.144338055203475,-17.116207118378806,0.4285714285714295,-1.247850346579443,-34.14285714285716,24.214066581474494,3.35,-0.5138855125447002,-0.2659968953362607,0.5786472745393854,0.1417021007448228,2.1731696591723635,2.17778462041195,0.9472635417785529,2.5357379925279235,2.706894047489187,0.20784475116213608,3.3309843153816163,3.3374625016476194,-1.0508426342719355,0.4131598030790485,1.1291462548686502,-0.4655724546522935,0.3199879291137165,0.5649336114177017,-1.660205678703722,1.680028705620204,2.3619439763271237,-0.2169226903066299,3.4074694489201245,3.4143672179327584,-1.5312707129944936,2.7792006030756435,3.1731287381086015,-3.597205727807814e-28,-2.7596972326396844e-14,2.7596972326396844e-14,-0.5656332696653575,0.9890248436715037,1.139346802844404,-1.2180732613030225e-13,-5.427363027920561e-28,1.2180732613030225e-13
68,-21.139065967678977,-34.87305490673494,-35.07499685712144,-33.596243440184786,-32.08646729198802,-33.535240238505764,-33.22910011917164,-24.3490069525681,-22.496808886768424,-23.557786331625643,-4.398639455782307,-48.6820384893244,51.70204081632656,-3.7436056307877275,5.376540079632776,-0.5720936916276878,-7.431076750989006,-13.75516644735603,10.138436106470488,-24.722594683431264,-5.518302244225638,-12.971525239865194,-16.98325508931023,0.4285714285714295,-1.19708188898242,-34.14285714285716,24.25435716439981,3.4000000000000004,-0.49278205146391313,-0.20116892516208043,0.5322622348954033,0.1724076421209222,2.236066271871326,2.242703004693717,0.9361377616756221,2.6075495562059197,2.770499701661188,0.1415422922217959,3.3725467266080136,3.375515611523938,-0.9937666804522189,0.5006314176316194,1.1127461666961014,-0.4701705901412163,0.3384615298308192,0.5793242537725812,-1.7337382297664097,1.8061079833135265,2.503572307072919,-0.279376830217777,3.4481851180334075,3.4594843577460495,-1.589604938332992,2.670309895117099,3.107635563564835,4.567774729886339e-14,0.0,4.567774729886339e-14,-0.5786281220398488,1.0130594025890363,1.1666618433759703,3.0451831532575665e-13,-6.090366306515166e-14,3.1054896641848687e-13
69,-21.205399861633513,-34.89656270752632,-35.06468320394006,-33.54959552090829,-32.08250703560746,-33.58213421881317,-33.252685510599136,-24.43951421815813,-22.513872949167098,-23.640499499447568,-4.398639455782307,-48.71165682878322,51.70204081632645,-2.815208302619953,5.369674866802805,-0.4569233939381775,-7.2968516020149075,-13.58435422109101,10.16805457024138,-24.70509541403669,-5.421473247119342,-12.796878420789556,-16.855465862795985,0.4285714285714295,-1.1451694471733047,-34.14285714285714,24.297071405935455,3.45,-0.47320116493848097,-0.1353776533763144,0.4921853832986236,0.19995330336667752,2.294519815350087,2.3032156882414303,0.9170655776156468,2.6742192602852115,2.8270935473959655,0.07127453895189899,3.4119737503685337,3.412718115096341,-0.9355018471170844,0.5838367889504679,1.1027370956358864,-0.477829622710268,0.36388487320436974,0.6006108134943937,-1.8043962498576804,1.9277945798875424,2.6404995301541425,-0.34238069228421314,3.4848651927805654,3.501643892559971,-1.6416149709043482,2.5670538440316486,3.0470748515346564,-3.597205727807814e-28,0.0,3.597205727807814e-28,-0.5908791596521771,1.0359390868308131,1.1926055395373283,-1.8271098919545666e-13,6.090366306515166e-14,1.9259429313335273e-13
70,-21.26942935232413,-34.91916759271921,-35.053150261702925,-33.50429853103266,-32.082258431606895,-33.62605551347802,-33.27680689850911,-24.53341065820415,-22.53411469077687,-23.725496959259697,-4.398639455782321,-48.74185052938456,51.70204081632645,-1.9190629908153207,5.366147382642688,-0.33905257253570004,-7.159550060816742,-13.411677413011253,10.201619990416539,-24.685977490340616,-5.318779554240297,-12.62059937769485,-16.732557705992342,0.4285714285714295,-1.0921707648858863,-34.14285714285714,24.342165979087756,3.5,-0.455142852968525,-0.06862307997896333,0.4602870231867585,0.22433908448200704,2.34853028960867,2.3592207497467483,0.8900469895987277,2.7357471047660846,2.876889963994065,-0.002958508647553919,3.449265386663081,3.449266655450899,-0.8760481342665928,0.6627759170354552,1.0985136547873071,-0.4885495523595091,0.39625795923411367,0.6290477210570444,-1.8721797389776427,2.0450884953423443,2.7726240150478403,-0.40593427650606906,3.5175096731616495,3.54085539631715,-1.6873008107085592,2.4694324498191875,2.990832768651192,-4.0602442043434436e-14,0.0,4.0602442043434436e-14,-0.6023863825023614,1.0576638963968192,1.2171779950219208,1.2180732613029892e-13,5.427363027920561e-28,1.2180732613029892e-13
71,-21.331154439750833,-34.94094569104137,-35.04055602441654,-33.46074979075573,-32.08591974470277,-33.6669446785246,-33.30161732775554,-24.630552546157592,-22.557561597705494,-23.812462501423706,-4.398639455782321,-48.7725824003903,51.70204081632656,-1.05516969537383,5.366005792233038,-0.21870338088132912,-7.0194292203744375,-13.237242792490083,10.23891905483426,-24.664893425210234,-5.210440799644474,-12.44288989029941,-16.61424888605565,0.4285714285714295,-1.0381435858539418,-34.14285714285716,24.38959599230397,3.5500000000000003,-0.43860711555400433,-0.0009052049699066096,0.4386080496418656,0.24556498546701272,2.398097694647118,2.4106378233071917,0.8550819976247223,2.7921330896482304,2.9201322594996375,-0.08115685057664539,3.4844216354916915,3.4853666332651594,-0.8154055419007222,0.7374488018867504,1.0994166331134954,-0.5023303790889395,0.4355807879201429,0.6648807656721393,-1.937088697126126,2.157989729677873,2.899867633863479,-0.470037582883285,3.5461185591765485,3.5771346305470697,-1.726662457745616,2.377445712479929,2.938300760435754,0.0,0.0,0.0,-0.613149790590443,1.0782338312872053,1.2403793212696628,1.827109891954506e-13,5.427363027920561e-28,1.827109891954506e-13
72,-21.390575123913578,-34.96197313122057,-35.02705848608742,-33.41934662027534,-32.09368923961157,-33.7047422699771,-33.32726984319243,-24.73079615546989,-22.58424115606075,-23.90107991630119,-4.398639455782321,-48.803815251062325,51.702040816326495,-0.22352841629548606,5.369298260654409,-0.0960979724360564,-6.876746173668017,-13.061157128900765,10.279738451332841,-24.641495731512734,-5.09667661738785,-12.263951738321532,-16.500257670142258,0.4285714285714295,-0.9831456538112888,-34.14285714285714,24.43931495183794,3.6,-0.42359395269491973,0.06777597165065437,0.4289818400502476,0.26363100632161335,2.4432220304653094,2.4574041583844477,0.8121706016937333,2.8433772149317655,2.95709571584159,-0.16332048683525274,3.517442496854303,3.5212320713205965,-0.753574070019434,0.8078554435042516,1.1047643624796673,-0.5191721028984786,0.48185335926253864,0.7083236070191516,-1.9991231243032426,2.2664982828941325,3.0221693752147663,-0.5346906114157491,3.5706918508254084,3.610503336584406,-1.7596999120156012,2.2910936320136215,2.8888845271144157,0.0,0.0,0.0,-0.6231693839163206,1.0976488915017826,1.262209637923011,-2.7263032884438168e-27,6.09036630651522e-14,6.09036630651522e-14
73,-21.44769140481241,-34.982326041984585,-35.012815640722096,-33.38048633978934,-32.10576518104979,-33.739388843859786,-33.35391748967383,-24.83399775959248,-22.614180851950387,-23.991032994253832,-4.398639455782321,-48.83551189066254,51.702040816326495,0.5758608464197065,5.3760729529873865,0.028541499339131346,-6.731758013677288,-12.883527191616622,10.323864867750613,-24.615436922115308,-4.9777066415263675,-12.083986701479523,-16.39030232540854,0.4285714285714295,-0.9272347124916908,-34.14285714285714,24.491274755670933,3.6500000000000004,-0.41010336439124917,0.13742044988289476,0.4325149124955565,0.2785371470458081,2.4839032970633315,2.499471650458654,0.7613128018057173,2.8894794806168673,2.9880911718184224,-0.2494494174234569,3.5483279707510404,3.5570853798956104,-0.6905537186227863,0.8739958418879616,1.1138820269405576,-0.5390747237881854,0.5350756732612688,0.7595442936019653,-2.058283020509016,2.3706141549911575,3.1394809227577984,-0.5998933621036426,3.591229548108063,3.6409891119173174,-1.7864131735184374,2.2103762084205716,2.842012492807151,0.0,0.0,0.0,-0.6324451624800732,1.1159090770406537,1.2826690733646655,3.045183153257556e-13,5.427363027920561e-28,3.045183153257556e-13
